SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_001661515.1_ASM166151v1,Capniomyces stellatus,MIS-10-108,PRJNA315385,4885,fungi,Zoopagomycota,,Harpellomycetes,,Harpellales,Legeriomycetaceae,Capniomyces,Capniomyces stellatus,fCSE02
GCF_000585585.1_Capr_coro_CBS_617_96_V1,Capronia coronata CBS 617.96,CBS 617.96,PRJNA164585,1182541,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia coronata,fA1O1
GCF_000585565.1_Capr_epim_CBS_606_96_V1,Capronia epimyces CBS 606.96,CBS 606.96,PRJNA164587,1182542,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia epimyces,fA1O3
GCA_002102555.1_Catan2,Catenaria anguillulae PL171,PL171,PRJNA330705,765915,fungi,Blastocladiomycota,,Blastocladiomycetes,,Blastocladiales,Catenariaceae,Catenaria,Catenaria anguillulae,fBCR44
GCA_003615045.1_Caupr1,Caulochytrium protostelioides,ATCC 52028,PRJNA421608,1555241,fungi,Chytridiomycota,,Chytridiomycetes,,Caulochytriales,Caulochytriaceae,Caulochytrium,Caulochytrium protostelioides,fCXG81
GCA_016584495.1_CeDisp_v1,Celoporthe dispersa,CMW9976,PRJNA574566,224443,dikarya,Ascomycota,,Sordariomycetes,,Diaporthales,Cryphonectriaceae,Celoporthe,Celoporthe dispersa,fF7R89
GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0,Cenococcum geophilum 1.58,1.58,PRJNA196023,794803,dikarya,Ascomycota,,Dothideomycetes,,,Gloniaceae,Cenococcum,Cenococcum geophilum,fK441
GCA_030575015.1_ASM3057501v1,Cephaloascus albidus,NRRL Y-7343,PRJNA736342,43958,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Cephaloascaceae,Cephaloascus,Cephaloascus albidus,fFUN439
GCA_003707825.3_ASM370782v3,Cephaloascus fragrans,NRRL Y-6742,PRJNA429441,27311,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Cephaloascaceae,Cephaloascus,Cephaloascus fragrans,fFUN440
GCA_900312665.1_Dor_NG_p51_version_1_1,Cephalotrichum gorgonifer,,PRJEB15373,2041049,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum gorgonifer,fFUN441
GCA_900000165.1_Ceraceosorus_bombacis,Ceraceosorus bombacis,,PRJEB6935,401625,dikarya,Basidiomycota,,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus bombacis,fFUN442
GCF_003144195.1_Cersp1,Ceraceosorus guamensis,MCA 4658,PRJNA254921,1522189,dikarya,Basidiomycota,,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus guamensis,fIE81
GCA_000372705.1_YLSCbra_1.0,Cerataphis brasiliensis yeast-like symbiont,,PRJNA169168,1202554,dikarya,Ascomycota,,,,,,,Cerataphis brasiliensis yeast-like symbiont,fA948
GCA_037042815.1_FABI_CPap_1.1,Ceratobasidium papillatum,CBS 570.83,PRJNA1046290,184409,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium papillatum,fSOO76
GCA_019677355.1_ASM1967735v1,Ceratobasidium sp. 370,370,PRJNA557749,2600201,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 370,fFRC06
GCA_019677385.1_ASM1967738v1,Ceratobasidium sp. 392,392,PRJNA557750,2600202,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 392,fFRC07
GCA_019616325.1_Cerato394_1.0,Ceratobasidium sp. 394,394,PRJNA557751,2600203,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 394,fFRC08
GCA_019616345.1_Cerato395_1.0,Ceratobasidium sp. 395,395,PRJNA557752,2600204,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 395,fFRC09
GCA_019616945.1_Cerato414_1.0,Ceratobasidium sp. 414,414,PRJNA557753,2600205,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 414,fFRC10
GCA_019616915.1_Cerato423_1.0,Ceratobasidium sp. 423,423,PRJNA557754,2600206,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 423,fFRC11
GCA_019623705.1_Cerato428_1.0,Ceratobasidium sp. 428,428,PRJNA557755,2600207,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. 428,fFRC12
GCA_016906575.1_ASM1690657v1,Ceratobasidium sp. AG-Ba,AG-Ba,PRJNA624246,170446,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. AG-Ba,fRhiJN
GCA_015039395.1_CerAGI,Ceratobasidium sp. AG-I,anastomosis group I; DN8442,PRJNA333964,305860,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. AG-I,fBDV93
GCA_037039685.1_ASM3703968v1,Ceratobasidium sp. AG-K,GS6,PRJNA962666,251411,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. AG-K,fQIX41
GCA_025200755.1_ASM2520075v1,Ceratobasidium sp. C01,C01,PRJNA873516,2975142,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. C01,fNYN35
GCA_019677335.1_ASM1967733v1,Ceratobasidium sp. UAMH 11750,UAMH 11750,PRJNA558776,2601501,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp. UAMH 11750,fFS749
GCA_037974915.1_genoma_LAO1,Ceratobasidium theobromae,LAO1,PRJNA1076853,1582974,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium theobromae,fWKU13
GCA_002778105.1_ASM277810v1,Ceratocystiopsis brevicomis,CBS 137839,PRJNA395605,553390,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis brevicomis,fFUN443
GCA_001676865.1_ASM167686v1,Ceratocystiopsis minuta,CBS 138717,PRJNA325364,360147,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis minuta,fFUN444
GCA_019925685.1_ASM1992568v1,Ceratocystiopsis sp. VPRI43766,VPRI43766,PRJNA667796,2779953,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Ceratocystiopsis,Ceratocystiopsis sp. VPRI43766,fFUN445
GCA_001640685.1_ASM164068v1,Ceratocystis adiposa,CBS136.34,PRJNA319432,72027,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis adiposa,fA6P34
GCA_002742255.2_ASM274225v2,Ceratocystis albifundus,CMW4068,PRJNA326044,357446,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis albifundus,fDBA95
GCA_038382165.1_ASM3838216v1,Ceratocystis alfenasii,C4588,PRJNA483301,3111108,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis alfenasii,fHOO65
GCA_038382405.1_ASM3838240v1,Ceratocystis atlantica,C1987,PRJNA483301,3111109,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis atlantica,fHOO65
GCA_002776505.1_ASM277650v1,Ceratocystis cacaofunesta,C1593,PRJNA415296,386457,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis cacaofunesta,fCSV98
GCA_026419805.1_ASM2641980v1,Ceratocystis colombiana,CBS121792,PRJNA886311,496997,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis colombiana,fODG08
GCA_038382365.1_ASM3838236v1,Ceratocystis costaricensis,C1551,PRJNA483301,3111110,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis costaricensis,fHOO65
GCA_038382285.1_ASM3838228v1,Ceratocystis cubensis,C1811,PRJNA483301,3111918,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis cubensis,fHOO65
GCA_038407095.1_ASM3840709v1,Ceratocystis destructans,C1822,PRJNA483301,2594535,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis destructans,fHOO65
GCA_038406795.1_ASM3840679v1,Ceratocystis diversiconidia,C1696,PRJNA483301,600623,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis diversiconidia,fHOO65
GCA_001513815.1_ASM151381v1,Ceratocystis eucalypticola,CMW9998,PRJNA294286,633669,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis eucalypticola,fAM594
GCA_038407015.1_ASM3840701v1,Ceratocystis ficicola,C1355,PRJNA483301,879098,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis ficicola,fHOO65
GCA_032173455.1_Cf_hybrid,Ceratocystis fimbriata,Cf-pan,PRJNA979808,5158,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriata,fQQL39
GCA_038406995.1_ASM3840699v1,Ceratocystis fimbriatomima,C2125,PRJNA483301,436288,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis fimbriatomima,fHOO65
GCA_002018265.1_ASM201826v1,Ceratocystis harringtonii,CMW 14789,PRJNA342330,312341,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis harringtonii,fBHQ24
GCA_038382965.1_ASM3838296v1,Ceratocystis huliohia,C4573,PRJNA483301,2019549,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis huliohia,fHOO65
GCA_023509845.1_ASM2350984v1,Ceratocystis lukuohia,CBS 142792,PRJNA483301,2019550,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis lukuohia,fHOO65
GCA_038406855.1_ASM3840685v1,Ceratocystis manginecans,C1688,PRJNA483301,929235,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis manginecans,fHOO65
GCA_038406885.1_ASM3840688v1,Ceratocystis papillata,C1750,PRJNA483301,496998,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis papillata,fHOO65
GCA_000978885.1_ASM97888v1,Ceratocystis platani,CFO,PRJNA278456,88771,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis platani,fCFO
GCA_038407085.1_ASM3840708v1,Ceratocystis polychroma,C2240,PRJNA483301,272712,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis polychroma,fHOO65
GCA_003449175.1_ASM344917v1,Ceratocystis smalleyi,CMW14800,PRJNA384888,312343,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis smalleyi,fCAB14
GCA_038407005.1_ASM3840700v1,Ceratocystis sp. C1944,C1944,PRJNA483301,3112611,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis sp. C1944,fHOO65
GCA_038407155.1_ASM3840715v1,Ceratocystis tiliae,C1954,PRJNA483301,1699678,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis tiliae,fHOO65
GCA_038407105.1_ASM3840710v1,Ceratocystis uchidae,C1714,PRJNA483301,2029751,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis uchidae,fHOO65
GCA_038407165.1_ASM3840716v1,Ceratocystis variospora,C1843,PRJNA483301,312342,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis variospora,fHOO65
GCA_038382385.1_ASM3838238v1,Ceratocystis xanthosomatis,C1780,PRJNA483301,3111919,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis xanthosomatis,fHOO65
GCA_030998015.1_ASM3099801v1,Ceratorhiza oryzae-sativae,S57,PRJNA956341,63189,dikarya,Basidiomycota,,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratorhiza,Ceratorhiza oryzae-sativae,fFUN446
GCA_030512285.1_Cernew1,Cercophora newfieldiana,SMH2532-1,PRJNA371209,92897,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora newfieldiana,fB0T16
GCA_030512305.1_Cersam1,Cercophora samala,CBS 307.81,PRJNA953074,330535,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora samala,fQBC41
GCA_033439705.1_Cersc1,Cercophora scortea,SMH4131-1,PRJNA371212,314031,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora scortea,fB0T19
GCA_036250225.1_ASM3625022v1,Cercophora sp. LCS_1,LCS_1,PRJNA899826,2994517,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Cercophora,Cercophora sp. LCS_1,fOQA88
GCA_022836995.1_ASM2283699v1,Cercospora apii,QCYBC,PRJNA796377,132184,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora apii,fL1D74
GCA_002933655.1_Cbert_1,Cercospora berteroae,CBS538.71,PRJNA270309,357750,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora berteroae,fCBER1
GCF_033473495.1_ASM3347349v1,Cercospora beticola,Cb09-40,PRJNA1013556,122368,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora beticola,fRHO25
GCA_013365245.1_ASM1336524v1,Cercospora brassicicola,Cer 68-18,PRJNA613165,1347418,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora brassicicola,fHBB11
GCA_000347735.1_C_canescens_MTCC-10836_BHU_v01,Cercospora canescens BHU,BHU,PRJNA183604,1268270,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora canescens,fFUN447
GCA_005356885.1_ASM535688v1,Cercospora cf. flagellaris,Arck_07,PRJNA503907,1868926,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora cf. flagellaris,fFUN448
GCA_005356805.1_ASM535680v1,Cercospora cf. sigesbeckiae,PP_2012_071,PRJNA503907,1868927,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora cf. sigesbeckiae,fFUN449
GCA_013365195.1_ASM1336519v1,Cercospora citrullina,Cerl 37-09,PRJNA613165,1337113,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora citrullina,fHBB11
GCA_026725115.1_Cjan_RL44_1.0,Cercospora janseana,RL44,PRJNA895353,706553,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora janseana,fFUN450
GCF_019650295.1_Ck_assembly01,Cercospora kikuchii,MAFF 305040,PRJDB10872,84275,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora kikuchii,fFUN451
GCA_029490675.1_ASM2949067v1,Cercospora nicotianae,1110,PRJNA770472,29003,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora nicotianae,fLHA32
GCA_013365235.1_ASM1336523v1,Cercospora sesami,Cers 52-10,PRJNA613165,1490871,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sesami,fHBB11
GCA_004299825.1_ASM429982v1,Cercospora sojina,RACE15,PRJNA508859,438356,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sojina,fEJC65
GCA_022965775.1_ASM2296577v1,Cercospora sp. J1 LZ-2022,J1 LZ-2022,PRJNA818800,2929575,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora sp. J1 LZ-2022,fMRB49
GCA_023512815.1_ASM2351281v1,Cercospora zeae-maydis,LN,PRJNA798783,135779,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora zeae-maydis,fL2Y11
GCA_022702355.1_ASM2270235v1,Cercospora zeina,YN,PRJNA798783,348901,dikarya,Ascomycota,,Dothideomycetes,,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora zeina,fL2Y11
GCA_022592435.1_Polsqu1,Cerioporus squamosus,CCBS 676,PRJNA444340,2829415,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Polyporaceae,Cerioporus,Cerioporus squamosus,fC8T65
GCA_001969225.1_ASM196922v1,Ceriporiopsis andreanae CBS 279.92,CBS 279.92,PRJNA77805,1149723,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Meruliaceae,Ceriporiopsis,Ceriporiopsis andreanae,fBXQ94
GCA_038087015.1_ICO_HGAP4,Cerrena zonata,DSM 7382,PRJNA954197,2478898,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Cerrenaceae,Cerrena,Cerrena zonata,fQCA50
GCA_003521265.1_NYBG_CetLin_1.0,Cetradonia linearis,BA2,PRJNA475321,83788,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Cetradoniaceae,Cetradonia,Cetradonia linearis,fFUN452
GCA_910591915.1_Cetraspora_pellucida_FL966,Cetraspora pellucida,FL966,PRJEB45340,1433469,mucoromycota,Mucoromycota,,Glomeromycetes,,Diversisporales,Gigasporaceae,Cetraspora,Cetraspora pellucida,fFUN453
GCA_026023695.1_ASM2602369v1,Chaenotheca gracillima,Spribille 41657/TS-e1856-1857(pooled),PRJNA833438,164576,dikarya,Ascomycota,,Coniocybomycetes,,Coniocybales,Coniocybaceae,Chaenotheca,Chaenotheca gracillima,fOMP81
GCA_040369945.1_JCM_9995_assembly_v001,Chaetomella raphigera,JCM 9995,PRJDB3630,241714,dikarya,Ascomycota,,Leotiomycetes,,Chaetomellales,Chaetomellaceae,Chaetomella,Chaetomella raphigera,fFUN454
GCA_023628455.1_ASM2362845v1,Chaetomiaceae sp. B2702,B2702,PRJNA833221,2939515,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. B2702,fFUN455
GCA_023628475.1_ASM2362847v1,Chaetomiaceae sp. PF1801,PF1801,PRJNA833221,2939516,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. PF1801,fFUN456
GCA_023628495.1_ASM2362849v1,Chaetomiaceae sp. PT3202,PT3202,PRJNA833221,2939513,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. PT3202,fFUN457
GCA_023628425.1_ASM2362842v1,Chaetomiaceae sp. PYS4301M,PYS4301M,PRJNA833221,2939517,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. PYS4301M,fFUN458
GCA_023628555.1_ASM2362855v1,Chaetomiaceae sp. R4402,R4402,PRJNA833221,2939514,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,,Chaetomiaceae sp. R4402,fFUN459
GCA_033296705.1_Chale1,Chaetomidium leptoderma,CBS 538.74,PRJNA441721,669021,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium leptoderma,fC8A00
GCA_023383405.1_ASM2338340v1,Chaetomium cochliodes,SD-280,PRJNA810351,904709,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium cochliodes,fMKZ33
GCF_033439085.1_Chafi1,Chaetomium fimeti,CBS 168.71,PRJNA370047,1854472,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium fimeti,fB0H64
GCF_000143365.1_ASM14336v1,Chaetomium globosum CBS 148.51,CBS 148.51,PRJNA12795;PRJNA176382,306901,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum,fCHGG
GCA_039881045.1_ASM3988104v1,Chaetomium olivaceum,SD-80A,PRJNA1065967,1087732,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium olivaceum,fVV339
GCA_020736525.1_Chame1,Chaetomium sp. MPI-CAGE-AT-0009,MPI-CAGE-AT-0009,PRJNA370120,2821753,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp. MPI-CAGE-AT-0009,fB0I37
GCA_020726445.1_Chafu1,Chaetomium sp. MPI-SDFR-AT-0129,MPI-SDFR-AT-0129,PRJNA370201,2823209,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium sp. MPI-SDFR-AT-0129,fB0J18
GCF_033439665.1_Achstr1,Chaetomium strumarium,CBS 333.67,PRJNA371208,1170767,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium strumarium,fB0T15
GCF_020726465.1_Chagl1,Chaetomium tenue,MPI-SDFR-AT-0079,PRJNA571620,1854479,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium tenue,fF5144
GCA_003988945.1_ASM398894v1,Chaetoscypha palmicola,D792,PRJNA487672,1603990,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Helotiaceae,Chaetoscypha,Chaetoscypha palmicola,fFUN460
GCA_003709865.1_ASM370986v1,Chaetothyriales sp. CBS 132003,CBS 132003,PRJNA482740,2249419,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 132003,fDV738
GCA_003709845.1_ASM370984v1,Chaetothyriales sp. CBS 134916,CBS 134916,PRJNA482740,2249418,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 134916,fDV738
GCA_003693665.1_ASM369366v1,Chaetothyriales sp. CBS 134920,CBS 134920,PRJNA482740,2249417,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 134920,fDV738
GCA_003709825.1_ASM370982v1,Chaetothyriales sp. CBS 135597,CBS 135597,PRJNA482740,2249420,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CBS 135597,fDV738
GCA_035928255.1_ASM3592825v1,Chaetothyriales sp. CCFEE 6169,CCFEE 6169,PRJNA666634,2901252,dikarya,Ascomycota,,Eurotiomycetes,,Chaetothyriales,,,Chaetothyriales sp. CCFEE 6169,fLTS18
GCA_918026815.1_BL73,Chalara sp. BL73,,PRJEB48170,2884959,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,,Chalara,Chalara sp. BL73,fFUN461
GCA_038407185.1_ASM3840718v1,Chalaropsis ovoidea,C1375,PRJNA483301,112126,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Chalaropsis,Chalaropsis ovoidea,fHOO65
GCA_001599435.1_JCM_1933_assembly_v001,Chalaropsis thielavioides,JCM 1933,PRJDB3629,112131,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Chalaropsis,Chalaropsis thielavioides,fFUN462
GCA_038089015.1_TH8875-Chalciporus-aff-trinitensis,Chalciporus aff. trinitensis,G4420,PRJNA1022813,3095548,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus aff. trinitensis,fFUN463
GCA_038089555.1_NY817307-Chalciporus-chontae,Chalciporus chontae,NY817307,PRJNA1022813,3095475,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus chontae,fFUN464
GCA_038092975.1_MICH10025-Boletus-piperatoides,Chalciporus piperatoides,MICH10025,PRJNA1022813,80623,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus piperatoides,fFUN465
GCA_038093975.1_Chalciporus-piperatus-BD1043,Chalciporus piperatus,UT-M0002063,PRJNA1022813,145387,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus piperatus,fFUN466
GCA_038092895.1_MICH10029-Boletus-pseudorubinellus,Chalciporus pseudorubinellus,MICH10029,PRJNA1022813,1354915,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus pseudorubinellus,fFUN467
GCA_038092735.1_MICH10039-Boletus-rubritubifer,Chalciporus rubritubifer,MICH10039,PRJNA1022813,3095476,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Chalciporus,Chalciporus rubritubifer,fFUN468
